labelling_period	chamber	cycle	day_night	CH4_slope	CH4_intercept	delta_sec	Temp_kelvin	R_squared	combined_name	n_total	n_CH4	CH4_mass_grams	flux	Water	V_chamber_m3	A_chamber_m2	n_total_in_chamber	n_ch4_in_chamber	ch4_micrograms_per_second_in_chamber	ch4_micrograms_per_second_per_m2	ch4_micrograms_per_day_per_m2	ch4_micrograms_per_second_per_m2
L2	P11	8	Day	-1.96E-06	2.016439027	33598	306	0.914152587	L2_P11_8	1.98	1.98E-06	3.18E-05	1.58E-11	H	0.168215138	0.12939626	6.699248336	-1.32E-11	-2.11E-04	-0.0016	-140.5819	-0.001627105
L2	P11	6	Day	-2.46E-06	1.997191626	33599	310	0.90220557	L2_P11_6	1.96	1.96E-06	3.14E-05	1.57E-11	H	0.168215138	0.12939626	6.612806422	-1.62E-11	-2.60E-04	-0.0020	-173.5068	-0.002008181
L3	P11	24	Night	1.84E-06	1.952694411	33601	278	0.896190131	L3_P11_24	2.18	2.18E-06	3.50E-05	1.74E-11	H	0.168215138	0.12939626	7.373992773	1.36E-11	2.18E-04	0.0017	145.2424	0.001681046
L3	P11	22	Night	1.04E-06	1.950873369	33604	277	0.889827111	L3_P11_22	2.19	2.19E-06	3.51E-05	1.75E-11	H	0.168215138	0.12939626	7.400613686	7.67E-12	1.23E-04	0.0009	81.9337	0.000948307
L3	P11	0	Night	2.51E-06	2.051859293	38395	283	0.870007928	L3_P11_0	2.14	2.14E-06	3.43E-05	1.50E-11	H	0.168215138	0.12939626	7.243710215	1.82E-11	2.91E-04	0.0023	194.4891	0.002251032
L3	P11	1	Day	-6.88E-06	2.126590472	28801	298	0.866907527	L3_P11_1	2.03	2.03E-06	3.26E-05	1.89E-11	H	0.168215138	0.12939626	6.879093929	-4.73E-11	-7.57E-04	-0.0058	-505.3831	-0.005849341
L4	P11	3	Night	-1.20E-06	1.943804112	40499	283	0.859296393	L4_P11_3	5.57	5.57E-06	8.93E-05	3.70E-11	H	0.12939626	0.12939626	5.572084781	-6.71E-12	-1.07E-04	-0.0008	-71.6716	-0.000829532
L1	P11	7	Night	1.02E-06	1.914516431	33598	272	0.818275596	L1_P11_7	2.23	2.23E-06	3.58E-05	1.78E-11	H	0.168215138	0.12939626	7.536654378	7.66E-12	1.23E-04	0.0009	81.7987	0.000946744
L3	P11	2	Night	-1.19E-06	1.975312959	38399	284	0.811871478	L3_P11_2	2.13	2.13E-06	3.42E-05	1.49E-11	H	0.168215138	0.12939626	7.218204193	-8.58E-12	-1.37E-04	-0.0011	-91.6905	-0.001061232
L2	P11	0	Day	-1.45E-06	1.992051521	33599	304	0.804676599	L2_P11_0	1.99	1.99E-06	3.19E-05	1.59E-11	H	0.168215138	0.12939626	6.743322339	-9.77E-12	-1.56E-04	-0.0012	-104.3317	-0.001207542
L3	P11	10	Night	1.12E-06	1.953463077	38399	275	0.794797361	L3_P11_10	2.2	2.20E-06	3.53E-05	1.54E-11	H	0.168215138	0.12939626	7.454436331	8.33E-12	1.33E-04	0.0010	88.9415	0.001029415
L2	P11	7	Night	1.30E-06	1.958489621	33601	282	0.774393658	L2_P11_7	2.15	2.15E-06	3.45E-05	1.72E-11	H	0.168215138	0.12939626	7.269397131	9.48E-12	1.52E-04	0.0012	101.2830	0.001172257
L4	P11	2	Day	2.86E-06	1.882495291	27005	300	0.701496245	L4_P11_2	5.26	5.26E-06	8.44E-05	5.24E-11	H	0.12939626	0.12939626	5.25633331	1.51E-11	2.41E-04	0.0019	160.8533	0.001861728
L3	P11	4	Night	9.45E-07	1.963293701	38402	277	0.684339507	L3_P11_4	2.19	2.19E-06	3.51E-05	1.53E-11	H	0.168215138	0.12939626	7.400613686	7.00E-12	1.12E-04	0.0009	74.7401	0.000865047
L1	P11	0	Day	-2.78E-06	2.005405585	27932	287	0.675352356	L1_P11_0	2.11	2.11E-06	3.38E-05	2.03E-11	H	0.168215138	0.12939626	7.142752582	-1.99E-11	-3.18E-04	-0.0025	-212.5136	-0.002459648
L4	P11	14	Day	-1.11E-06	1.956588212	26999	302	0.656313841	L4_P11_14	5.22	5.22E-06	8.37E-05	5.20E-11	H	0.12939626	0.12939626	5.221523156	-5.80E-12	-9.28E-05	-0.0007	-61.9722	-0.000717271
L3	P11	8	Night	-1.22E-06	2.004003426	38404	284	0.639144823	L3_P11_8	2.13	2.13E-06	3.42E-05	1.49E-11	H	0.168215138	0.12939626	7.218204193	-8.78E-12	-1.40E-04	-0.0011	-93.7615	-0.001085202
L4	P11	6	Day	2.51E-06	1.849699336	27004	293	0.603956405	L4_P11_6	5.38	5.38E-06	8.63E-05	5.36E-11	H	0.12939626	0.12939626	5.381911239	1.35E-11	2.16E-04	0.0017	144.3715	0.001670966
L4	P11	7	Night	5.53E-07	1.909129925	36897	275	0.557024285	L4_P11_7	5.74	5.74E-06	9.21E-05	4.18E-11	H	0.12939626	0.12939626	5.734181793	3.17E-12	5.07E-05	0.0004	33.8702	0.000392016
L3	P11	21	Day	-5.42E-07	1.968827746	33608	302	0.549225533	L3_P11_21	2.01	2.01E-06	3.22E-05	1.61E-11	H	0.168215138	0.12939626	6.787980102	-3.68E-12	-5.88E-05	-0.0005	-39.2910	-0.000454756
L3	P11	25	Day	-1.40E-06	2.014629855	14395	299	0.542982307	L3_P11_25	2.03	2.03E-06	3.26E-05	3.79E-11	H	0.168215138	0.12939626	6.856086926	-9.60E-12	-1.54E-04	-0.0012	-102.5224	-0.001186602
L3	P11	23	Day	-1.03E-06	1.994956656	33595	305	0.534813664	L3_P11_23	1.99	1.99E-06	3.19E-05	1.59E-11	H	0.168215138	0.12939626	6.721213085	-6.91E-12	-1.11E-04	-0.0009	-73.8286	-0.000854497
L3	P11	13	Day	-1.26E-06	1.982153305	14393	287	0.519583295	L3_P11_13	2.11	2.11E-06	3.38E-05	3.94E-11	H	0.168215138	0.12939626	7.142752582	-9.01E-12	-1.44E-04	-0.0011	-96.2120	-0.001113565
L2	P11	5	Night	6.29E-07	1.958607593	33600	281	0.508249727	L2_P11_5	2.16	2.16E-06	3.46E-05	1.73E-11	H	0.168215138	0.12939626	7.295266872	4.59E-12	7.34E-05	0.0006	49.0435	0.000567633
L3	P11	6	Night	8.61E-07	1.96294976	38399	278	0.502050499	L3_P11_6	2.18	2.18E-06	3.50E-05	1.53E-11	H	0.168215138	0.12939626	7.373992773	6.35E-12	1.02E-04	0.0008	67.7969	0.000784686
L4	P11	9	Night	-8.92E-07	1.929912591	35997	278	0.493785542	L4_P11_9	5.68	5.68E-06	9.11E-05	4.24E-11	H	0.12939626	0.12939626	5.672302133	-5.06E-12	-8.10E-05	-0.0006	-54.0647	-0.000625749
L3	P11	18	Night	1.01E-06	1.944917425	33595	280	0.480538544	L3_P11_18	2.16	2.16E-06	3.46E-05	1.73E-11	H	0.168215138	0.12939626	7.321321396	7.43E-12	1.19E-04	0.0009	79.3807	0.000918758
L2	P11	2	Day	-6.80E-07	1.963329089	33606	308	0.472399038	L2_P11_2	1.97	1.97E-06	3.16E-05	1.58E-11	H	0.168215138	0.12939626	6.655746724	-4.53E-12	-7.24E-05	-0.0006	-48.3696	-0.000559833
L3	P11	7	Day	-1.89E-06	2.005766903	14396	285	0.468228902	L3_P11_7	2.13	2.13E-06	3.42E-05	3.98E-11	H	0.168215138	0.12939626	7.192877161	-1.36E-11	-2.17E-04	-0.0017	-145.0970	-0.001679364
L4	P11	10	Day	1.03E-06	1.915338192	31504	300	0.467916192	L4_P11_10	5.26	5.26E-06	8.44E-05	4.49E-11	H	0.12939626	0.12939626	5.25633331	5.40E-12	8.64E-05	0.0007	57.6594	0.000667354
L3	P11	20	Night	8.38E-07	1.953856881	33601	280	0.458159156	L3_P11_20	2.16	2.16E-06	3.46E-05	1.73E-11	H	0.168215138	0.12939626	7.321321396	6.13E-12	9.81E-05	0.0008	65.5306	0.000758456
L4	P11	12	Day	-7.28E-07	1.945203562	31493	303	0.390518062	L4_P11_12	5.21	5.21E-06	8.36E-05	4.45E-11	H	0.12939626	0.12939626	5.204290406	-3.79E-12	-6.06E-05	-0.0005	-40.4520	-0.000468194
L3	P11	11	Day	-8.11E-07	1.993362337	28803	298	0.385877151	L3_P11_11	2.03	2.03E-06	3.26E-05	1.89E-11	H	0.168215138	0.12939626	6.879093929	-5.58E-12	-8.93E-05	-0.0007	-59.6123	-0.000689957
L1	P11	9	Night	5.86E-07	1.958019942	38400	272	0.366429036	L1_P11_9	2.23	2.23E-06	3.58E-05	1.56E-11	H	0.168215138	0.12939626	7.536654378	4.42E-12	7.07E-05	0.0005	47.1763	0.000546022
L3	P11	14	Night	4.52E-07	1.970590181	38397	281	0.354771677	L3_P11_14	2.16	2.16E-06	3.46E-05	1.51E-11	H	0.168215138	0.12939626	7.295266872	3.30E-12	5.28E-05	0.0004	35.2392	0.000407861
L1	P11	3	Night	5.10E-07	1.934539744	43204	271	0.354116337	L1_P11_3	2.24	2.24E-06	3.59E-05	1.39E-11	H	0.168215138	0.12939626	7.564464911	3.86E-12	6.17E-05	0.0005	41.2253	0.000477144
L2	P11	1	Night	5.88E-07	1.950430409	33601	280	0.348101224	L2_P11_1	2.16	2.16E-06	3.46E-05	1.73E-11	H	0.168215138	0.12939626	7.321321396	4.31E-12	6.89E-05	0.0005	46.0229	0.000532673
L1	P11	6	Day	-4.66E-06	2.081877572	23999	296	0.342093501	L1_P11_6	2.05	2.05E-06	3.29E-05	2.30E-11	H	0.168215138	0.12939626	6.925574294	-3.23E-11	-5.16E-04	-0.0040	-344.6827	-0.003989383
L3	P11	19	Day	-3.63E-07	1.957539879	33602	288	0.339063642	L3_P11_19	2.1	2.10E-06	3.37E-05	1.68E-11	H	0.168215138	0.12939626	7.117951357	-2.58E-12	-4.13E-05	-0.0003	-27.5755	-0.000319161
L3	P11	9	Day	-6.39E-07	1.972672314	28802	296	0.338139125	L3_P11_9	2.05	2.05E-06	3.29E-05	1.91E-11	H	0.168215138	0.12939626	6.925574294	-4.42E-12	-7.08E-05	-0.0005	-47.2442	-0.000546807
L4	P11	0	Day	-1.22E-06	1.939903204	27005	307	0.330256748	L4_P11_0	5.14	5.14E-06	8.24E-05	5.12E-11	H	0.12939626	0.12939626	5.136482062	-6.28E-12	-1.01E-04	-0.0008	-67.1352	-0.000777028
L1	P11	4	Day	-2.66E-06	2.014229778	23999	299	0.275426668	L1_P11_4	2.03	2.03E-06	3.26E-05	2.27E-11	H	0.168215138	0.12939626	6.856086926	-1.83E-11	-2.92E-04	-0.0023	-195.1584	-0.002258778
L3	P11	16	Night	-3.63E-07	1.978438838	38403	283	0.270868924	L3_P11_16	2.14	2.14E-06	3.43E-05	1.50E-11	H	0.168215138	0.12939626	7.243710215	-2.63E-12	-4.20E-05	-0.0003	-28.0739	-0.00032493
L4	P11	4	Day	-5.60E-07	1.874657462	27004	288	0.264292484	L4_P11_4	5.48	5.48E-06	8.79E-05	5.46E-11	H	0.12939626	0.12939626	5.475347198	-3.06E-12	-4.90E-05	-0.0004	-32.7290	-0.000378808
L4	P11	8	Day	9.64E-07	1.927022714	22502	291	0.260420472	L4_P11_8	5.42	5.42E-06	8.69E-05	6.48E-11	H	0.12939626	0.12939626	5.41890032	5.22E-12	8.35E-05	0.0006	55.7851	0.000645661
L2	P11	3	Night	5.24E-07	1.951475718	33595	279	0.191106669	L2_P11_3	2.17	2.17E-06	3.48E-05	1.74E-11	H	0.168215138	0.12939626	7.347562691	3.85E-12	6.16E-05	0.0005	41.1294	0.000476035
L4	P11	11	Night	5.90E-07	1.921573888	36000	276	0.167990909	L4_P11_11	5.72	5.72E-06	9.17E-05	4.27E-11	H	0.12939626	0.12939626	5.713405772	3.37E-12	5.40E-05	0.0004	36.0275	0.000416985
L4	P11	15	Night	2.77E-07	1.929539883	40502	278	0.124091347	L4_P11_15	5.68	5.68E-06	9.11E-05	3.77E-11	H	0.12939626	0.12939626	5.672302133	1.57E-12	2.52E-05	0.0002	16.7935	0.00019437
L1	P11	8	Day	-8.74E-07	1.986194351	23999	298	0.11076481	L1_P11_8	2.03	2.03E-06	3.26E-05	2.27E-11	H	0.168215138	0.12939626	6.879093929	-6.01E-12	-9.62E-05	-0.0007	-64.2192	-0.000743277
L1	P11	5	Night	1.82E-07	1.959963244	38402	271	0.066493968	L1_P11_5	2.24	2.24E-06	3.59E-05	1.57E-11	H	0.168215138	0.12939626	7.564464911	1.38E-12	2.20E-05	0.0002	14.7168	0.000170333
L3	P11	12	Night	2.69E-07	1.990348494	38404	283	0.049601375	L3_P11_12	2.14	2.14E-06	3.43E-05	1.50E-11	H	0.168215138	0.12939626	7.243710215	1.95E-12	3.12E-05	0.0002	20.8463	0.000241277
L2	P11	9	Night	2.12E-07	1.956938095	33596	279	0.035224818	L2_P11_9	2.17	2.17E-06	3.48E-05	1.74E-11	H	0.168215138	0.12939626	7.347562691	1.56E-12	2.49E-05	0.0002	16.6595	0.000192818
L3	P11	5	Day	-1.76E-07	1.968661634	28796	301	0.033530758	L3_P11_5	2.01	2.01E-06	3.22E-05	1.88E-11	H	0.168215138	0.12939626	6.810531531	-1.20E-12	-1.92E-05	-0.0001	-12.7942	-0.000148082
L4	P11	1	Night	-1.24E-07	1.884766244	35999	278	0.019118327	L4_P11_1	5.68	5.68E-06	9.11E-05	4.24E-11	H	0.12939626	0.12939626	5.672302133	-7.06E-13	-1.13E-05	-0.0001	-7.5374	-8.7238E-05
L3	P11	3	Day	-1.55E-07	1.952250995	24003	289	0.012365817	L3_P11_3	2.1	2.10E-06	3.37E-05	2.35E-11	H	0.168215138	0.12939626	7.093321768	-1.10E-12	-1.76E-05	-0.0001	-11.7687	-0.000136211
L1	P11	2	Day	-5.73E-07	1.995467977	24007	296	0.008518725	L1_P11_2	2.05	2.05E-06	3.29E-05	2.30E-11	H	0.168215138	0.12939626	6.925574294	-3.97E-12	-6.34E-05	-0.0005	-42.3632	-0.000490315
L4	P11	5	Night	-6.15E-08	1.864164703	40503	281	0.00763548	L4_P11_5	5.61	5.61E-06	9.00E-05	3.72E-11	H	0.12939626	0.12939626	5.611743747	-3.45E-13	-5.52E-06	0.0000	-3.6863	-4.26652E-05
L3	P11	15	Day	9.56E-08	1.955048414	28796	297	0.005318823	L3_P11_15	2.04	2.04E-06	3.27E-05	1.90E-11	H	0.168215138	0.12939626	6.902255862	6.60E-13	1.06E-05	0.0001	7.0508	8.16059E-05
L4	P11	13	Night	5.99E-08	1.927932992	35995	277	0.003158299	L4_P11_13	5.7	5.70E-06	9.14E-05	4.26E-11	H	0.12939626	0.12939626	5.692779758	3.41E-13	5.45E-06	0.0000	3.6419	4.21513E-05
L1	P11	1	Night	4.47E-08	1.912499808	43197	275	0.002791345	L1_P11_1	2.2	2.20E-06	3.53E-05	1.37E-11	H	0.168215138	0.12939626	7.454436331	3.33E-13	5.33E-06	0.0000	3.5566	4.11644E-05
L2	P11	4	Day	4.46E-08	1.952257437	33605	304	0.001771273	L2_P11_4	1.99	1.99E-06	3.19E-05	1.59E-11	H	0.168215138	0.12939626	6.743322339	3.01E-13	4.81E-06	0.0000	3.2149	3.72092E-05
L3	P11	17	Day	-2.06E-08	1.947309116	28799	292	0.00098856	L3_P11_17	2.08	2.08E-06	3.34E-05	1.94E-11	H	0.168215138	0.12939626	7.020445174	-1.45E-13	-2.31E-06	0.0000	-1.5444	-1.7875E-05
L1	P12	0	Day	-4.07E-06	2.000457582	23073	288	0.999991999	L1_P12_0	2.1	2.10E-06	3.37E-05	2.45E-11	H	0.168215138	0.12939626	7.117951357	-2.89E-11	-4.63E-04	-0.0036	-309.1664	-0.003578315
L3	P12	1	Day	-6.67E-06	2.164336785	28793	297	0.951240048	L3_P12_1	2.04	2.04E-06	3.27E-05	1.90E-11	H	0.168215138	0.12939626	6.902255862	-4.60E-11	-7.37E-04	-0.0057	-491.8219	-0.005692383
L3	P12	2	Night	-1.72E-06	1.97801196	38400	283	0.878526289	L3_P12_2	2.14	2.14E-06	3.43E-05	1.50E-11	H	0.168215138	0.12939626	7.243710215	-1.25E-11	-2.00E-04	-0.0015	-133.2897	-0.001542705
L3	P12	7	Day	-8.80E-07	2.00569475	14399	286	0.85029533	L3_P12_7	2.12	2.12E-06	3.40E-05	3.96E-11	H	0.168215138	0.12939626	7.167727241	-6.31E-12	-1.01E-04	-0.0008	-67.4228	-0.000780356
L3	P12	24	Night	1.37E-06	1.958838983	33603	278	0.797700493	L3_P12_24	2.18	2.18E-06	3.50E-05	1.74E-11	H	0.168215138	0.12939626	7.373992773	1.01E-11	1.62E-04	0.0012	107.9707	0.00124966
L3	P12	23	Day	-7.55E-07	1.991545022	33596	305	0.736304152	L3_P12_23	1.99	1.99E-06	3.19E-05	1.59E-11	H	0.168215138	0.12939626	6.721213085	-5.07E-12	-8.11E-05	-0.0006	-54.1815	-0.000627101
L3	P12	0	Night	1.38E-06	2.026899321	38396	283	0.731847036	L3_P12_0	2.14	2.14E-06	3.43E-05	1.50E-11	H	0.168215138	0.12939626	7.243710215	1.00E-11	1.60E-04	0.0012	106.7882	0.001235975
L1	P12	7	Night	1.68E-06	1.920345061	33597	272	0.731127634	L1_P12_7	2.23	2.23E-06	3.58E-05	1.78E-11	H	0.168215138	0.12939626	7.536654378	1.27E-11	2.03E-04	0.0016	135.2808	0.00156575
L1	P12	5	Night	1.54E-06	1.949137584	38396	271	0.724300213	L1_P12_5	2.24	2.24E-06	3.59E-05	1.57E-11	H	0.168215138	0.12939626	7.564464911	1.17E-11	1.87E-04	0.0014	124.7103	0.001443406
L2	P12	9	Night	1.08E-06	1.943215487	28795	280	0.697956012	L2_P12_9	2.16	2.16E-06	3.46E-05	2.02E-11	H	0.168215138	0.12939626	7.321321396	7.89E-12	1.26E-04	0.0010	84.2466	0.000975076
L2	P12	8	Day	-1.51E-06	2.004467826	33607	307	0.672132433	L2_P12_8	1.97	1.97E-06	3.16E-05	1.58E-11	H	0.168215138	0.12939626	6.677426681	-1.01E-11	-1.61E-04	-0.0012	-107.4055	-0.001243119
L2	P12	6	Day	-1.24E-06	1.993085721	33602	310	0.671862134	L2_P12_6	1.96	1.96E-06	3.14E-05	1.57E-11	H	0.168215138	0.12939626	6.612806422	-8.18E-12	-1.31E-04	-0.0010	-87.3516	-0.001011014
L3	P12	10	Night	5.26E-07	1.965098874	33600	275	0.604200787	L3_P12_10	2.2	2.20E-06	3.53E-05	1.76E-11	H	0.168215138	0.12939626	7.454436331	3.92E-12	6.27E-05	0.0005	41.8519	0.000484397
L3	P12	19	Day	-1.12E-06	1.99147161	33607	287	0.588096521	L3_P12_19	2.11	2.11E-06	3.38E-05	1.69E-11	H	0.168215138	0.12939626	7.142752582	-8.01E-12	-1.28E-04	-0.0010	-85.5571	-0.000990244
L3	P12	3	Day	-1.28E-06	1.962606357	24004	290	0.562839223	L3_P12_3	2.09	2.09E-06	3.35E-05	2.34E-11	H	0.168215138	0.12939626	7.068862038	-9.05E-12	-1.45E-04	-0.0011	-96.7271	-0.001119527
L3	P12	20	Night	7.58E-07	1.959429261	33602	280	0.554359909	L3_P12_20	2.16	2.16E-06	3.46E-05	1.73E-11	H	0.168215138	0.12939626	7.321321396	5.55E-12	8.88E-05	0.0007	59.2748	0.000686051
L3	P12	22	Night	6.88E-07	1.957921713	33596	277	0.475535325	L3_P12_22	2.19	2.19E-06	3.51E-05	1.75E-11	H	0.168215138	0.12939626	7.400613686	5.09E-12	8.15E-05	0.0006	54.3901	0.000629515
L3	P12	18	Night	3.46E-07	1.968241244	33595	280	0.464647366	L3_P12_18	2.16	2.16E-06	3.46E-05	1.73E-11	H	0.168215138	0.12939626	7.321321396	2.53E-12	4.06E-05	0.0003	27.0807	0.000313434
L1	P12	1	Night	-5.62E-07	1.929507556	43196	275	0.451397919	L1_P12_1	2.2	2.20E-06	3.53E-05	1.37E-11	H	0.168215138	0.12939626	7.454436331	-4.19E-12	-6.70E-05	-0.0005	-44.7477	-0.000517913
L3	P12	21	Day	-7.29E-07	1.979709642	33598	300	0.450775803	L3_P12_21	2.02	2.02E-06	3.24E-05	1.62E-11	H	0.168215138	0.12939626	6.833233303	-4.98E-12	-7.97E-05	-0.0006	-53.2421	-0.000616228
L2	P12	2	Day	-5.33E-07	1.97760868	33597	308	0.397960799	L2_P12_2	1.97	1.97E-06	3.16E-05	1.58E-11	H	0.168215138	0.12939626	6.655746724	-3.55E-12	-5.68E-05	-0.0004	-37.9326	-0.000439034
L2	P12	1	Night	5.63E-07	1.95411253	33600	280	0.381367173	L2_P12_1	2.16	2.16E-06	3.46E-05	1.73E-11	H	0.168215138	0.12939626	7.321321396	4.12E-12	6.59E-05	0.0005	44.0057	0.000509325
L3	P12	12	Night	3.92E-07	2.005656201	38396	283	0.368108068	L3_P12_12	2.14	2.14E-06	3.43E-05	1.50E-11	H	0.168215138	0.12939626	7.243710215	2.84E-12	4.55E-05	0.0004	30.3737	0.000351548
L2	P12	4	Day	-3.44E-07	1.976531922	33605	305	0.364017404	L2_P12_4	1.99	1.99E-06	3.19E-05	1.59E-11	H	0.168215138	0.12939626	6.721213085	-2.31E-12	-3.70E-05	-0.0003	-24.7178	-0.000286085
L3	P12	14	Night	6.63E-07	1.967988773	33599	281	0.294964994	L3_P12_14	2.16	2.16E-06	3.46E-05	1.73E-11	H	0.168215138	0.12939626	7.295266872	4.83E-12	7.73E-05	0.0006	51.6379	0.000597661
L3	P12	9	Day	-7.89E-07	1.980732215	33594	293	0.275462638	L3_P12_9	2.07	2.07E-06	3.32E-05	1.66E-11	H	0.168215138	0.12939626	6.996484611	-5.52E-12	-8.83E-05	-0.0007	-58.9655	-0.000682471
L2	P12	5	Night	3.75E-07	1.9596214	33604	281	0.244444429	L2_P12_5	2.16	2.16E-06	3.46E-05	1.73E-11	H	0.168215138	0.12939626	7.295266872	2.73E-12	4.37E-05	0.0003	29.1890	0.000337836
L3	P12	25	Day	1.01E-06	2.002655807	14397	299	0.23245973	L3_P12_25	2.03	2.03E-06	3.26E-05	3.79E-11	H	0.168215138	0.12939626	6.856086926	6.93E-12	1.11E-04	0.0009	74.0760	0.000857362
L1	P12	4	Day	-3.66E-06	2.034132785	24001	299	0.228271199	L1_P12_4	2.03	2.03E-06	3.26E-05	2.27E-11	H	0.168215138	0.12939626	6.856086926	-2.51E-11	-4.02E-04	-0.0031	-268.4353	-0.00310689
L2	P12	3	Night	7.51E-07	1.948323355	33595	279	0.204093882	L2_P12_3	2.17	2.17E-06	3.48E-05	1.74E-11	H	0.168215138	0.12939626	7.347562691	5.52E-12	8.83E-05	0.0007	58.9727	0.000682555
L1	P12	11	Night	6.96E-07	1.976391969	28795	271	0.181150259	L1_P12_11	2.24	2.24E-06	3.59E-05	2.09E-11	H	0.168215138	0.12939626	7.564464911	5.27E-12	8.43E-05	0.0007	56.2688	0.000651259
L1	P12	8	Day	2.15E-06	1.959314709	24002	298	0.171350039	L1_P12_8	2.03	2.03E-06	3.26E-05	2.27E-11	H	0.168215138	0.12939626	6.879093929	1.48E-11	2.37E-04	0.0018	157.9160	0.001827732
L2	P12	0	Day	3.58E-07	1.983003018	33598	305	0.160940733	L2_P12_0	1.99	1.99E-06	3.19E-05	1.59E-11	H	0.168215138	0.12939626	6.721213085	2.40E-12	3.85E-05	0.0003	25.6754	0.000297169
L1	P12	3	Night	4.06E-07	1.943617414	24006	271	0.160308244	L1_P12_3	2.24	2.24E-06	3.59E-05	2.51E-11	H	0.168215138	0.12939626	7.564464911	3.07E-12	4.92E-05	0.0004	32.8277	0.00037995
L3	P12	11	Day	2.45E-07	1.985344067	24005	299	0.160233004	L3_P12_11	2.03	2.03E-06	3.26E-05	2.27E-11	H	0.168215138	0.12939626	6.856086926	1.68E-12	2.69E-05	0.0002	17.9671	0.000207952
L3	P12	4	Night	8.89E-08	1.939091719	38403	277	0.148451812	L3_P12_4	2.19	2.19E-06	3.51E-05	1.53E-11	H	0.168215138	0.12939626	7.400613686	6.58E-13	1.05E-05	0.0001	7.0276	8.13382E-05
L3	P12	16	Night	-2.90E-07	1.980114868	38396	283	0.09334458	L3_P12_16	2.14	2.14E-06	3.43E-05	1.50E-11	H	0.168215138	0.12939626	7.243710215	-2.10E-12	-3.36E-05	-0.0003	-22.4660	-0.000260024
L1	P12	6	Day	-2.12E-06	2.039390326	24004	296	0.088086178	L1_P12_6	2.05	2.05E-06	3.29E-05	2.30E-11	H	0.168215138	0.12939626	6.925574294	-1.47E-11	-2.35E-04	-0.0018	-156.9149	-0.001816145
L3	P12	8	Night	2.45E-07	1.983778522	33604	284	0.070569606	L3_P12_8	2.13	2.13E-06	3.42E-05	1.70E-11	H	0.168215138	0.12939626	7.218204193	1.77E-12	2.83E-05	0.0002	18.8767	0.00021848
L3	P12	5	Day	-2.02E-07	1.978074093	28801	301	0.062494331	L3_P12_5	2.01	2.01E-06	3.22E-05	1.88E-11	H	0.168215138	0.12939626	6.810531531	-1.38E-12	-2.20E-05	-0.0002	-14.7231	-0.000170407
L3	P12	15	Day	5.53E-08	1.964153992	28800	297	0.019899281	L3_P12_15	2.04	2.04E-06	3.27E-05	1.90E-11	H	0.168215138	0.12939626	6.902255862	3.81E-13	6.10E-06	0.0000	4.0750	4.71638E-05
L2	P12	7	Night	-1.29E-07	1.979085436	28794	282	0.016544423	L2_P12_7	2.15	2.15E-06	3.45E-05	2.01E-11	H	0.168215138	0.12939626	7.269397131	-9.38E-13	-1.50E-05	-0.0001	-10.0185	-0.000115955
L1	P12	2	Day	-5.81E-07	1.984771489	23995	297	0.008742313	L1_P12_2	2.04	2.04E-06	3.27E-05	2.29E-11	H	0.168215138	0.12939626	6.902255862	-4.01E-12	-6.41E-05	-0.0005	-42.8300	-0.000495718
L3	P12	13	Day	-3.25E-08	1.987201021	24001	287	0.004324995	L3_P12_13	2.11	2.11E-06	3.38E-05	2.36E-11	H	0.168215138	0.12939626	7.142752582	-2.32E-13	-3.71E-06	0.0000	-2.4769	-2.86679E-05
L3	P12	17	Day	-3.24E-08	1.953236579	28801	292	0.000701458	L3_P12_17	2.08	2.08E-06	3.34E-05	1.94E-11	H	0.168215138	0.12939626	7.020445174	-2.27E-13	-3.64E-06	0.0000	-2.4298	-2.81232E-05
L3	P12	6	Night	9.08E-09	1.966796612	38402	277	0.000144649	L3_P12_6	2.19	2.19E-06	3.51E-05	1.53E-11	H	0.168215138	0.12939626	7.400613686	6.72E-14	1.08E-06	0.0000	0.7179	8.30898E-06
L1	P13	9	Night	2.83E-06	1.897418048	4799	275	1	L1_P13_9	2.2	2.20E-06	3.53E-05	1.23E-10	H	0.168215138	0.12939626	7.454436331	2.11E-11	3.37E-04	0.0026	225.0219	0.00260442
L3	P13	7	Day	-2.54E-06	2.005623632	9594	286	1	L3_P13_7	2.12	2.12E-06	3.40E-05	5.94E-11	H	0.168215138	0.12939626	7.167727241	-1.82E-11	-2.91E-04	-0.0023	-194.4771	-0.002250892
L1	P13	0	Day	-4.15E-06	1.99881516	22994	287	0.999832137	L1_P13_0	2.11	2.11E-06	3.38E-05	2.47E-11	H	0.168215138	0.12939626	7.142752582	-2.96E-11	-4.74E-04	-0.0037	-316.4067	-0.003662115
L3	P13	1	Day	-5.62E-06	2.16943378	28804	297	0.915896827	L3_P13_1	2.04	2.04E-06	3.27E-05	1.90E-11	H	0.168215138	0.12939626	6.902255862	-3.88E-11	-6.20E-04	-0.0048	-414.1584	-0.0047935
L3	P13	24	Night	2.07E-06	1.949729802	33606	278	0.900903846	L3_P13_24	2.18	2.18E-06	3.50E-05	1.74E-11	H	0.168215138	0.12939626	7.373992773	1.52E-11	2.44E-04	0.0019	162.7882	0.001884123
